时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2021-08-24,速珂智能SUPER SOCO,先进制造,战略投资,1亿人民币,"金库资本（领投）, 宁德时代, 辰韬资本",50000,先进制造、新能源、解决方案,速珂智能是一家专注于新能源二轮交通工具研发制造销售的创新型科技企业，致力于为全球创造颠覆性的新能源二轮交通工具，用极客精神做产品提供完美用户出行体验，让每个人都能享受到优质产品带来的出行乐趣。,江铭 CEO 江铭，为速珂智能科技（上海）有限公司的创始人 
2021-08-23,松元电子,先进制造,A轮,未透露,"红杉资本中国, 云晖资本, 祥峰投资Vertex",10000,先进制造、新材料、新材料,厦门松元电子有限公司是一家专业研发生产电子功能陶瓷材料和微波器件的高新技术企业。功能陶瓷材料主导产品有：圆片陶瓷电容器用介质材料、多层陶瓷电容器用介质材料、微波器件用介质材料、敏感陶瓷材料，年生产能力3000吨，其中圆片陶瓷电容器用介质材料的产量和产品质量名列国内前茅。,李太坤 董事长 李太坤，松盛科技董事长。 
2021-08-23,Raven SR,先进制造,战略投资,2000万美元,"Chevron Technology Ventures, 伊藤忠商事, Hyzon Motors, Ascent Hydrogen Fund",65000,先进制造、新材料、新材料,Raven SR是一家美国可再生燃料生产商，旗下基于二氧化碳及蒸汽的重整工艺技术应用，可为用户提供合成液体燃料、合成费托燃料等服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-19,康碳复合材料,先进制造,D轮,数亿人民币,"博时基金(博时资本), 国投创合",150000,先进制造、新材料、新材料,康碳复合材料是一家碳复合材料研发生产商，公司主要从事碳复合材料的研发、生产及销售业务，致力于为用户提供碳复合材料产品。,"夏汇浩 董事长&总经理 夏汇浩，康碳复合材料董事长&总经理，理学博士，研究员，博士生导师。中国科学院上海应用物理研究所研究员。专业：核技术及应用、核能科学与工程。
 "
2021-08-19,Genomatica,先进制造,战略投资,未透露,Lululemon,325000,先进制造、新材料、新材料,"Genomatica是一家美国化工新材料研发商，使用可再生原料制造可持续化学品。Genomatica用植物基替代品取代了传统上从石油化石燃料中提取的化学原料，这些替代品性能相当，且具有价格成本竞争力，可以减少高达93%的环境影响。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-18,德毅新材料,先进制造,天使轮,未透露,中科创星,500,先进制造、新材料、新材料,德毅新材料是一家复合材料研发商，致力于新能源汽车与碳纤维复合材料市场，为用户提供复合材料材料大型客车车身，同时将为飞机船舶提供碳纤维复合材料机体部件。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-17,壹石通,先进制造,IPO上市,6.295亿人民币,,1275200,先进制造、新材料、新材料,壹石通是一家无机非金属功能性粉体材料研发商，公司主要产品包括纳米氧化铝、高纯度勃姆石、椭球形氧化铝、球形二氧化硅、玻璃防霉粉、负膨胀材料等，产品广泛应用于消费类电子、航空航天、阻燃材料等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-14,MatCloud,先进制造,天使轮,未透露,武岳峰资本,500,先进制造、新材料、新材料,"MatCloud是一家高通量材料计算和材料数据管理云平台，主要在研究和试验发展领域进行经营。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-13,德尔科技,先进制造,A轮,11.8亿人民币,"红杉资本中国（领投）, 深创投（领投）, 达晨财智（领投）, 国投创业（领投）, 同创伟业, 招商致远资本, 兴证资本, 华润资本, 北京华控汇金, 赛富基金SAIF Partners, 三行资本, 云泽资本, 旭辉投资, 沃衍资本, 鲁信创投, 传化集团, 深圳高新投, 火炬创投, 美亚柏科, 汇银资本, 扬子国投, 华兴创投, 国家制造业转型升级基金（领投）, 国家科技成果转化引导基金（领投）, 国家电网, 龙岩市投资集团, 福睿基金, 闽西兴杭国投, 派诺资本",562000,先进制造、新材料、新材料,德尔科技是一家含氟电子气体及全系列含氟新材料开发商，主要经营含氟电子气体、新能源材料、湿电子化学品及其它含氟新材料、中间体等，主要应用于大规模集成电路芯片、新型显示面板蚀刻和清洗工艺制程以及光纤、光伏行业和特高压输变电行业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-12,科天新材料,先进制造,A轮,未透露,深创投,10000,先进制造、新材料、新材料,"科天新材料致力于高端特种材料产业——轻量化超高强耐磨新材料的研发及应用,是高端特种新型超高强、轻质合金材料在中国的材料制备一体化和轻量化装备方案解决者。",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-12,枫翎环保,先进制造,天使轮,数百万人民币,华盛一泓,1500,先进制造、新材料、新材料,"枫翎环保是一家光催化新材料技术服务商，专注于光催化新材料技术的材料应用和技术授权，其技术攻克了光腐蚀这难题，使光催化技术获得规模性商业化应用。其生产的光催化材料产品具有抗菌性强、无毒无刺激、长效、广谱性的特点，可应用于公共空间环境消杀、宠物除臭、功能性健康灯具、纺织品、板材等领域。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-12,新顿科技,先进制造,A轮,数千万人民币,"招商局创投（领投）, 杨向阳, 旦恩资本",15000,先进制造、新材料、新材料,新顿科技是一家高性能复合材料研发生产商，主攻高性能合金材料设计、整车轻量化设计、铝合金一体热冲压技术等高端轻量化技术，应用于新能源汽车、航空航天、船舶及集装箱领域。,张添添 CEO 张添添，新顿科技CEO，是英国帝国理工大学材料系博士、美国伍斯特理工大学机械系博士后，曾主导多项罗罗、通用电气、普惠、通用汽车等公司的航空、汽车金属材料开发项目 
2021-08-11,博康信息,先进制造,战略投资,未透露,哈勃投资(华为旗下),50000,先进制造、集成电路、新材料,博康信息是一家光刻胶单体产业化生产商，主要产品包括金刚烷衍生物、芳香族化合物、医药中间体以及其他产品，公司主打产品193nm光刻胶单体及OLED材料等产品已出口至日本、韩国以及欧美等国家。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-10,Nanotech Energy,先进制造,D轮,6400万美元,,357500,先进制造、新材料、电池, Nanotech Energy是美国一家石墨烯储能产品制造商，自主研发了石墨烯锂离子电池，此外还提供其他氧化石墨烯产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2021-08-10,Novonix,先进制造,战略投资,1.5亿美元,Phillips 66,487500,先进制造、新材料、新材料,"Novonix是一家澳大利亚电池材料和技术研发商，提供锂离子电池行业高性能材料和技术。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
